BOF2009001,,C,2009.003,Strongylocentrotus droebachiensis,green sea urchin,3,,
BOF2009001,,C,2009.003,Triglops sp.,triglops sp.,1,,
BOF2009001,,A,2009.004,Alosa pseudoharengus,alewife,2,,
BOF2009001,,A,2009.004,Amaroucium sp.,sea pork,3,,
BOF2009001,,A,2009.004,Asterias vulgaris,northern sea star,5,,
BOF2009001,,A,2009.004,Aurelia aurita,moon jelly,852,18927,
BOF2009001,,A,2009.004,Boltenia ovifera,stalked sea squirt,464,,
BOF2009001,,A,2009.004,Ciona intestinalis,sea vase,1,,
BOF2009001,,A,2009.004,Clupea harengus,herring,1,,
BOF2009001,,A,2009.004,Cucumaria frondosa,orange-footed sea cucumber,4,,
BOF2009001,,A,2009.004,Cyclopterus lumpus,lumpfish,1,,
BOF2009001,,A,2009.004,Didemnum sp.,colonial tunicate,1,,
BOF2009001,,A,2009.004,Gadus morhua,Atlantic cod,1,,
BOF2009001,,A,2009.004,Harmothoe imbricata,15-scale worm,1,,
BOF2009001,,A,2009.004,Henricia sanguinolenta,blood star,1,,
BOF2009001,,A,2009.004,Homarus americanus,American lobster,10,,
BOF2009001,,A,2009.004,Isodictya palmata,palmate sponge,1,,
BOF2009001,,A,2009.004,Lebbeus groenlandicus,Greenland shrimp,1,,
BOF2009001,,A,2009.004,Leucoraja erinacea,little skate,3,,
BOF2009001,,A,2009.004,Merluccius bilinearis,silver hake,13,,
BOF2009001,,A,2009.004,Osmerus mordax,smelt,12,,
BOF2009001,,A,2009.004,Pandalus montagui,Montague shrimp,155,,
BOF2009001,,A,2009.004,Placopecten magellanicus,deep sea scallop,7,,
BOF2009001,,A,2009.004,Pseudopleuronectes americanus,winter flounder,18,,
BOF2009001,,A,2009.004,Urticina felina,northern red anemone,3,,
BOF2009001,,C,2009.005,Asterias vulgaris,northern sea star,4,,
BOF2009001,,C,2009.005,Boltenia ovifera,stalked sea squirt,32,,
BOF2009001,,C,2009.005,Clupea harengus,herring,613,,
BOF2009001,,C,2009.005,Cucumaria frondosa,orange-footed sea cucumber,1,,
BOF2009001,,C,2009.005,Homarus americanus,American lobster,14,,
BOF2009001,,C,2009.005,Merluccius bilinearis,silver hake,49,,
BOF2009001,,C,2009.005,Myoxocephalus octodecemspinosus,longhorn sculpin,1,,
BOF2009001,,C,2009.005,Osmerus mordax,smelt,110,,
BOF2009001,,C,2009.005,Pandalus borealis,northern shrimp,5,,
BOF2009001,,C,2009.005,Peprilus triacanthus,butterfish,1,,
BOF2009001,,C,2009.005,Placopecten magellanicus,deep sea scallop,3,,
BOF2009001,,C,2009.005,Pseudopleuronectes americanus,winter flounder,82,,
BOF2009001,,C,2009.005,Urophycis tenuis,white hake,2,,
BOF2009001,,B,2009.006,Alosa pseudoharengus,alewife,2,,
BOF2009001,,B,2009.006,Aurelia aurita,moon jelly,74,1629,
BOF2009001,,B,2009.006,Clupea harengus,herring,154,,
BOF2009001,,B,2009.006,Homarus americanus,American lobster,83,,
BOF2009001,,B,2009.006,Isodictya palmata,palmate sponge,4,,
BOF2009001,,B,2009.006,Merluccius bilinearis,silver hake,1,,
BOF2009001,,B,2009.006,Osmerus mordax,smelt,36,,
BOF2009001,,B,2009.006,Pandalus borealis,northern shrimp,4,,
BOF2009001,,B,2009.006,Peprilus triacanthus,butterfish,83,,
BOF2009001,,B,2009.006,Placopecten magellanicus,deep sea scallop,3,,
BOF2009001,,B,2009.006,Pseudopleuronectes americanus,winter flounder,31,,
BOF2009001,,B,2009.006,Strongylocentrotus droebachiensis,green sea urchin,1,,
BOF2009001,,B,2009.006,Urophycis tenuis,white hake,4,,
BOF2009001,,B,2009.007,Alosa pseudoharengus,alewife,6,,
BOF2009001,,B,2009.007,Aurelia aurita,moon jelly,20,444,
BOF2009001,,B,2009.007,Cucumaria frondosa,orange-footed sea cucumber,345,,
BOF2009001,,B,2009.007,Hemitripterus americanus,sea raven,7,,
BOF2009001,,B,2009.007,Homarus americanus,American lobster,74,,
BOF2009001,,B,2009.007,Doryteuthis pealeii,longfin inshore squid,1,,
BOF2009001,,B,2009.007,Lebbeus groenlandicus,Greenland shrimp,1,,
BOF2009001,,B,2009.007,Leucoraja erinacea,little skate,18,,
BOF2009001,,B,2009.007,Leucoraja ocellata,winter skate,1,,
BOF2009001,,B,2009.007,Merluccius bilinearis,silver hake,91,,
BOF2009001,,B,2009.007,Myoxocephalus octodecemspinosus,longhorn sculpin,14,,
BOF2009001,,B,2009.007,Osmerus mordax,smelt,32,,
BOF2009001,,B,2009.007,Pandalus borealis,northern shrimp,9187,,
BOF2009001,,B,2009.007,Pandalus montagui,Montague shrimp,279,,
BOF2009001,,B,2009.007,Peprilus triacanthus,butterfish,5,,
BOF2009001,,B,2009.007,Placopecten magellanicus,deep sea scallop,82,,
BOF2009001,,B,2009.007,Pseudopleuronectes americanus,winter flounder,35,,
BOF2009001,,B,2009.007,Rhodophyta,Rhodophyta,1,,
BOF2009001,,B,2009.007,Scophthalmus aquosus,windowpane flounder,1,,
BOF2009001,,B,2009.007,Solaster endeca,smooth sunstar,1,,
BOF2009001,,B,2009.007,Strongylocentrotus droebachiensis,green sea urchin,14,,
BOF2009001,,B,2009.007,Urophycis tenuis,white hake,13,,
